timestamp	accel_x	accel_y	accel_z	accel_mag	temperature	mag_x	mag_y	mag_z	azimuth	pitch	roll
1448134986985	-3.5345306396484375	2.162261962890625	8.018280029296875	-7.228614089926195	0	-12.6449585	-17.160034	-33.947754	108.8367	-12.486517	-21.321846
1448134987026	-2.3062591552734375	2.69427490234375	9.3358154296875	-6.688294181649622	0	-13.694763	-17.160034	-33.947754	109.50217	-11.970564	-19.719213
1448134987066	-2.6835479736328125	1.730224609375	8.53839111328125	-7.052499829522636	0	-13.394165	-17.76123	-33.198547	111.22461	-11.876825	-17.318584
1448134987107	-2.8239898681640625	2.10394287109375	9.644073486328125	-6.819289087279696	0	-15.045166	-17.311096	-33.04901	112.45517	-11.4261675	-15.466085
1448134987147	-1.5254974365234375	2.968017578125	10.308197021484375	-6.655074393652981	0	-15.945435	-16.560364	-32.748413	112.89447	-11.099053	-14.47402
1448134987187	-1.1255950927734375	2.52288818359375	11.112762451171875	-6.269644311559418	0	-17.445374	-17.610168	-32.148743	114.70737	-10.670326	-11.333935
1448134987228	-1.5850067138671875	2.2015380859375	8.864501953125	-6.727471336693558	0	-17.294312	-17.610168	-31.848145	116.79523	-10.91798	-10.3644
1448134987268	-1.4993133544921875	2.68475341796875	9.615509033203125	-6.520120257680007	0	-17.144775	-18.960571	-31.549072	117.909515	-11.016301	-9.893565
1448134987309	-0.1924896240234375	2.507415771484375	9.4691162109375	-6.373810702883377	0	-18.345642	-20.610046	-30.497742	122.12152	-11.657615	-6.7754903
1448134987349	-0.7530670166015625	1.617156982421875	9.4405517578125	-6.596515620480854	0	-18.045044	-21.96045	-29.148865	125.77762	-12.661234	-4.880951
1448134987390	-0.4210052490234375	2.13250732421875	9.351287841796875	-6.480522743381899	0	-16.99524	-23.460388	-28.547668	128.966	-13.370024	-4.13183
1448134987430	-1.5612030029296875	2.03253173828125	10.370086669921875	-6.513969531017269	0	-16.99524	-22.56012	-28.69873	131.8229	-13.346317	-4.4039664
1448134987471	-1.5933380126953125	1.44219970703125	10.196319580078125	-6.63718660405209	0	-15.194702	-25.71106	-28.09906	134.42987	-13.122958	-4.973981
1448134987511	0.4799652099609375	2.29437255859375	9.73095703125	-6.2703173755757735	0	-13.694763	-25.410461	-27.648926	136.7298	-13.578255	-5.562607
1448134987551	-0.5316925048828125	2.157501220703125	10.448638916015625	-6.331769409620673	0	-13.545227	-25.860596	-27.798462	138.95886	-14.090564	-6.3810363
1448134987592	-1.3862457275390625	2.51336669921875	10.96875	-6.3286881305473415	0	-12.045288	-27.810669	-28.248596	140.9281	-14.34046	-7.802467
